Audio Name,Segment,Time Frame,Predicted Inference,Ground Truth Inference,Class Confidence
1720510460-8561707_ha_4079_cc_m_22_wg_00329_0000-1114_04_0000000.wav,45,45-50 sec,Male,Music,"{np.str_('Engine_rev'): '0.49%', np.str_('Female'): '0.18%', np.str_('Male'): '98.75%', np.str_('Music'): '0.51%', np.str_('No_sound'): '0.07%'}"
1720510460-8561707_ha_4079_cc_m_22_wg_00329_0000-1114_04_0000000.wav,50,50-55 sec,Male,Music,"{np.str_('Engine_rev'): '0.69%', np.str_('Female'): '0.19%', np.str_('Male'): '98.43%', np.str_('Music'): '0.60%', np.str_('No_sound'): '0.09%'}"
1720510460-8561707_ha_4079_cc_m_22_wg_00329_0000-1114_04_0000000.wav,55,55-60 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '60.61%', np.str_('Female'): '1.12%', np.str_('Male'): '20.17%', np.str_('Music'): '17.45%', np.str_('No_sound'): '0.65%'}"
1720510460-8561707_ha_4079_cc_m_22_wg_00329_0000-1114_04_0000000.wav,60,60-65 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '96.02%', np.str_('Female'): '0.14%', np.str_('Male'): '0.06%', np.str_('Music'): '3.71%', np.str_('No_sound'): '0.06%'}"
1720510460-8561707_ha_4079_cc_m_22_wg_00329_0000-1114_04_0000000.wav,65,65-70 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '81.78%', np.str_('Female'): '0.49%', np.str_('Male'): '2.43%', np.str_('Music'): '15.01%', np.str_('No_sound'): '0.28%'}"
1720510460-8561707_ha_4079_cc_m_22_wg_00329_0000-1114_04_0000000.wav,70,70-75 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '54.29%', np.str_('Female'): '1.08%', np.str_('Male'): '27.43%', np.str_('Music'): '16.50%', np.str_('No_sound'): '0.70%'}"
1720510460-8561707_ha_4079_cc_m_22_wg_00329_0000-1114_04_0000000.wav,75,75-80 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '85.45%', np.str_('Female'): '0.41%', np.str_('Male'): '2.11%', np.str_('Music'): '11.74%', np.str_('No_sound'): '0.29%'}"
1720510460-8561707_ha_4079_cc_m_22_wg_00329_0000-1114_04_0000000.wav,80,80-85 sec,Male,"Male,Music","{np.str_('Engine_rev'): '35.37%', np.str_('Female'): '1.03%', np.str_('Male'): '45.51%', np.str_('Music'): '17.47%', np.str_('No_sound'): '0.62%'}"
1720510460-8561707_ha_4079_cc_m_22_wg_00329_0000-1114_04_0000000.wav,85,85-90 sec,Male,"Male,Music","{np.str_('Engine_rev'): '4.04%', np.str_('Female'): '0.45%', np.str_('Male'): '92.47%', np.str_('Music'): '2.79%', np.str_('No_sound'): '0.25%'}"
1720510460-8561707_ha_4079_cc_m_22_wg_00329_0000-1114_04_0000000.wav,90,90-95 sec,Male,"Male,Music","{np.str_('Engine_rev'): '7.46%', np.str_('Female'): '0.50%', np.str_('Male'): '87.91%', np.str_('Music'): '3.78%', np.str_('No_sound'): '0.35%'}"
1720510460-8561707_ha_4079_cc_m_22_wg_00329_0000-1114_04_0000000.wav,95,95-100 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '82.64%', np.str_('Female'): '0.53%', np.str_('Male'): '3.40%', np.str_('Music'): '13.07%', np.str_('No_sound'): '0.36%'}"
1720510460-8561707_ha_4079_cc_m_22_wg_00329_0000-1114_04_0000000.wav,100,100-105 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '81.82%', np.str_('Female'): '0.55%', np.str_('Male'): '4.33%', np.str_('Music'): '12.91%', np.str_('No_sound'): '0.38%'}"
1720510460-8561707_ha_4079_cc_m_22_wg_00329_0000-1114_04_0000000.wav,105,105-110 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '56.96%', np.str_('Female'): '1.05%', np.str_('Male'): '29.85%', np.str_('Music'): '11.33%', np.str_('No_sound'): '0.81%'}"
1720510460-8561707_ha_4079_cc_m_22_wg_00329_0000-1114_04_0000000.wav,110,110-115 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '52.81%', np.str_('Female'): '1.17%', np.str_('Male'): '29.97%', np.str_('Music'): '15.28%', np.str_('No_sound'): '0.77%'}"
1720510460-8561707_ha_4079_cc_m_22_wg_00329_0000-1114_04_0000000.wav,115,115-120 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '84.76%', np.str_('Female'): '0.47%', np.str_('Male'): '2.61%', np.str_('Music'): '11.83%', np.str_('No_sound'): '0.33%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,0,0-5 sec,Male,"Male,Music","{np.str_('Engine_rev'): '1.03%', np.str_('Female'): '0.33%', np.str_('Male'): '97.20%', np.str_('Music'): '1.32%', np.str_('No_sound'): '0.11%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,5,5-10 sec,Male,"Male,Music","{np.str_('Engine_rev'): '0.41%', np.str_('Female'): '0.21%', np.str_('Male'): '98.79%', np.str_('Music'): '0.51%', np.str_('No_sound'): '0.08%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,10,10-15 sec,Male,"Male,Music","{np.str_('Engine_rev'): '36.46%', np.str_('Female'): '1.16%', np.str_('Male'): '49.65%', np.str_('Music'): '11.99%', np.str_('No_sound'): '0.73%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,15,15-20 sec,Male,"Male,Music","{np.str_('Engine_rev'): '4.08%', np.str_('Female'): '0.53%', np.str_('Male'): '92.85%', np.str_('Music'): '2.25%', np.str_('No_sound'): '0.29%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,20,20-25 sec,Male,Music,"{np.str_('Engine_rev'): '2.82%', np.str_('Female'): '0.46%', np.str_('Male'): '94.56%', np.str_('Music'): '1.93%', np.str_('No_sound'): '0.23%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,25,25-30 sec,Male,Music,"{np.str_('Engine_rev'): '0.90%', np.str_('Female'): '0.34%', np.str_('Male'): '97.16%', np.str_('Music'): '1.50%', np.str_('No_sound'): '0.10%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,30,30-35 sec,Male,Music,"{np.str_('Engine_rev'): '0.51%', np.str_('Female'): '0.24%', np.str_('Male'): '98.63%', np.str_('Music'): '0.53%', np.str_('No_sound'): '0.09%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,35,35-40 sec,Male,Music,"{np.str_('Engine_rev'): '0.59%', np.str_('Female'): '0.27%', np.str_('Male'): '98.32%', np.str_('Music'): '0.73%', np.str_('No_sound'): '0.09%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,40,40-45 sec,Male,Music,"{np.str_('Engine_rev'): '0.21%', np.str_('Female'): '0.15%', np.str_('Male'): '99.29%', np.str_('Music'): '0.30%', np.str_('No_sound'): '0.05%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,45,45-50 sec,Male,Music,"{np.str_('Engine_rev'): '0.19%', np.str_('Female'): '0.13%', np.str_('Male'): '99.37%', np.str_('Music'): '0.27%', np.str_('No_sound'): '0.04%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,50,50-55 sec,Male,"Male,Music","{np.str_('Engine_rev'): '0.32%', np.str_('Female'): '0.22%', np.str_('Male'): '98.94%', np.str_('Music'): '0.46%', np.str_('No_sound'): '0.06%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,55,55-60 sec,Male,"Male,Music","{np.str_('Engine_rev'): '0.26%', np.str_('Female'): '0.18%', np.str_('Male'): '99.10%', np.str_('Music'): '0.40%', np.str_('No_sound'): '0.05%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,60,60-65 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '97.40%', np.str_('Female'): '0.08%', np.str_('Male'): '0.03%', np.str_('Music'): '2.44%', np.str_('No_sound'): '0.04%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,65,65-70 sec,Male,"Male,Music","{np.str_('Engine_rev'): '23.04%', np.str_('Female'): '1.19%', np.str_('Male'): '66.11%', np.str_('Music'): '8.88%', np.str_('No_sound'): '0.78%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,70,70-75 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '61.78%', np.str_('Female'): '1.13%', np.str_('Male'): '16.10%', np.str_('Music'): '20.37%', np.str_('No_sound'): '0.62%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,75,75-80 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '73.04%', np.str_('Female'): '0.39%', np.str_('Male'): '1.05%', np.str_('Music'): '25.34%', np.str_('No_sound'): '0.18%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,80,80-85 sec,Music,"Male,Music","{np.str_('Engine_rev'): '26.33%', np.str_('Female'): '1.09%', np.str_('Male'): '22.00%', np.str_('Music'): '50.20%', np.str_('No_sound'): '0.38%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,85,85-90 sec,Music,"Male,Music","{np.str_('Engine_rev'): '37.26%', np.str_('Female'): '0.59%', np.str_('Male'): '5.39%', np.str_('Music'): '56.55%', np.str_('No_sound'): '0.21%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,90,90-95 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '88.09%', np.str_('Female'): '0.28%', np.str_('Male'): '0.56%', np.str_('Music'): '10.90%', np.str_('No_sound'): '0.17%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,95,95-100 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '71.17%', np.str_('Female'): '0.64%', np.str_('Male'): '4.84%', np.str_('Music'): '23.01%', np.str_('No_sound'): '0.34%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,100,100-105 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '49.30%', np.str_('Female'): '0.93%', np.str_('Male'): '14.76%', np.str_('Music'): '34.60%', np.str_('No_sound'): '0.40%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,105,105-110 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '90.46%', np.str_('Female'): '0.20%', np.str_('Male'): '0.29%', np.str_('Music'): '8.93%', np.str_('No_sound'): '0.12%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,110,110-115 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '75.59%', np.str_('Female'): '0.68%', np.str_('Male'): '5.81%', np.str_('Music'): '17.51%', np.str_('No_sound'): '0.41%'}"
1720444170-029463_mu_3302_cc_m_21_wg_00027_0000-1114_08_0000000.wav,115,115-120 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '82.81%', np.str_('Female'): '0.65%', np.str_('Male'): '4.35%', np.str_('Music'): '11.73%', np.str_('No_sound'): '0.46%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,0,0-5 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '78.78%', np.str_('Female'): '0.38%', np.str_('Male'): '1.19%', np.str_('Music'): '19.47%', np.str_('No_sound'): '0.19%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,5,5-10 sec,Male,"Male,Engine_rev","{np.str_('Engine_rev'): '28.13%', np.str_('Female'): '1.14%', np.str_('Male'): '55.25%', np.str_('Music'): '14.87%', np.str_('No_sound'): '0.61%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,10,10-15 sec,Engine_rev,"Male,Engine_rev","{np.str_('Engine_rev'): '69.63%', np.str_('Female'): '0.70%', np.str_('Male'): '6.47%', np.str_('Music'): '22.84%', np.str_('No_sound'): '0.36%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,15,15-20 sec,Engine_rev,"Male,Engine_rev","{np.str_('Engine_rev'): '86.20%', np.str_('Female'): '0.26%', np.str_('Male'): '0.49%', np.str_('Music'): '12.92%', np.str_('No_sound'): '0.13%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,20,20-25 sec,Engine_rev,"Male,Engine_rev","{np.str_('Engine_rev'): '38.20%', np.str_('Female'): '0.95%', np.str_('Male'): '32.93%', np.str_('Music'): '27.44%', np.str_('No_sound'): '0.48%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,25,25-30 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '61.79%', np.str_('Female'): '0.57%', np.str_('Male'): '3.12%', np.str_('Music'): '34.27%', np.str_('No_sound'): '0.24%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,30,30-35 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '87.57%', np.str_('Female'): '0.26%', np.str_('Male'): '0.50%', np.str_('Music'): '11.52%', np.str_('No_sound'): '0.14%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,35,35-40 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '79.35%', np.str_('Female'): '0.30%', np.str_('Male'): '0.61%', np.str_('Music'): '19.60%', np.str_('No_sound'): '0.13%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,40,40-45 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '87.41%', np.str_('Female'): '0.21%', np.str_('Male'): '0.24%', np.str_('Music'): '12.05%', np.str_('No_sound'): '0.09%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,45,45-50 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '79.87%', np.str_('Female'): '0.40%', np.str_('Male'): '1.26%', np.str_('Music'): '18.27%', np.str_('No_sound'): '0.20%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,50,50-55 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '91.21%', np.str_('Female'): '0.20%', np.str_('Male'): '0.20%', np.str_('Music'): '8.29%', np.str_('No_sound'): '0.10%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,55,55-60 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '80.93%', np.str_('Female'): '0.30%', np.str_('Male'): '0.57%', np.str_('Music'): '18.07%', np.str_('No_sound'): '0.14%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,60,60-65 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '95.21%', np.str_('Female'): '0.10%', np.str_('Male'): '0.05%', np.str_('Music'): '4.59%', np.str_('No_sound'): '0.04%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,65,65-70 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '65.49%', np.str_('Female'): '0.91%', np.str_('Male'): '10.97%', np.str_('Music'): '22.14%', np.str_('No_sound'): '0.49%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,70,70-75 sec,Engine_rev,Male,"{np.str_('Engine_rev'): '83.78%', np.str_('Female'): '0.41%', np.str_('Male'): '1.77%', np.str_('Music'): '13.79%', np.str_('No_sound'): '0.26%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,75,75-80 sec,Male,Male,"{np.str_('Engine_rev'): '27.56%', np.str_('Female'): '1.11%', np.str_('Male'): '52.23%', np.str_('Music'): '18.53%', np.str_('No_sound'): '0.56%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,80,80-85 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '70.45%', np.str_('Female'): '0.75%', np.str_('Male'): '7.42%', np.str_('Music'): '20.97%', np.str_('No_sound'): '0.41%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,85,85-90 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '85.15%', np.str_('Female'): '0.40%', np.str_('Male'): '1.70%', np.str_('Music'): '12.49%', np.str_('No_sound'): '0.26%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,90,90-95 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '90.34%', np.str_('Female'): '0.25%', np.str_('Male'): '0.53%', np.str_('Music'): '8.71%', np.str_('No_sound'): '0.17%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,95,95-100 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '65.16%', np.str_('Female'): '0.81%', np.str_('Male'): '9.99%', np.str_('Music'): '23.60%', np.str_('No_sound'): '0.44%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,100,100-105 sec,Male,"Male,Music","{np.str_('Engine_rev'): '14.02%', np.str_('Female'): '0.95%', np.str_('Male'): '70.12%', np.str_('Music'): '14.51%', np.str_('No_sound'): '0.40%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,105,105-110 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '78.74%', np.str_('Female'): '0.40%', np.str_('Male'): '1.33%', np.str_('Music'): '19.33%', np.str_('No_sound'): '0.20%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,110,110-115 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '94.35%', np.str_('Female'): '0.15%', np.str_('Male'): '0.14%', np.str_('Music'): '5.28%', np.str_('No_sound'): '0.09%'}"
1720515114-8773646_ka_2429_cc_m_21_ng_00000_0000-1114_01_0000008.wav,115,115-120 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '71.96%', np.str_('Female'): '0.43%', np.str_('Male'): '1.87%', np.str_('Music'): '25.54%', np.str_('No_sound'): '0.20%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,0,0-5 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '92.14%', np.str_('Female'): '0.25%', np.str_('Male'): '0.44%', np.str_('Music'): '6.99%', np.str_('No_sound'): '0.18%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,5,5-10 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '92.66%', np.str_('Female'): '0.20%', np.str_('Male'): '0.20%', np.str_('Music'): '6.82%', np.str_('No_sound'): '0.12%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,10,10-15 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '92.54%', np.str_('Female'): '0.24%', np.str_('Male'): '0.34%', np.str_('Music'): '6.71%', np.str_('No_sound'): '0.17%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,15,15-20 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '90.93%', np.str_('Female'): '0.27%', np.str_('Male'): '0.45%', np.str_('Music'): '8.18%', np.str_('No_sound'): '0.18%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,20,20-25 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '92.10%', np.str_('Female'): '0.22%', np.str_('Male'): '0.25%', np.str_('Music'): '7.29%', np.str_('No_sound'): '0.13%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,25,25-30 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '88.35%', np.str_('Female'): '0.26%', np.str_('Male'): '0.35%', np.str_('Music'): '10.89%', np.str_('No_sound'): '0.14%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,30,30-35 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '91.44%', np.str_('Female'): '0.24%', np.str_('Male'): '0.24%', np.str_('Music'): '7.95%', np.str_('No_sound'): '0.13%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,35,35-40 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '84.58%', np.str_('Female'): '0.51%', np.str_('Male'): '2.26%', np.str_('Music'): '12.33%', np.str_('No_sound'): '0.31%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,40,40-45 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '85.09%', np.str_('Female'): '0.49%', np.str_('Male'): '1.93%', np.str_('Music'): '12.18%', np.str_('No_sound'): '0.30%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,45,45-50 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '92.03%', np.str_('Female'): '0.26%', np.str_('Male'): '0.46%', np.str_('Music'): '7.08%', np.str_('No_sound'): '0.18%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,50,50-55 sec,Male,"Male,Music","{np.str_('Engine_rev'): '36.69%', np.str_('Female'): '1.15%', np.str_('Male'): '51.24%', np.str_('Music'): '10.11%', np.str_('No_sound'): '0.81%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,55,55-60 sec,Male,Music,"{np.str_('Engine_rev'): '0.43%', np.str_('Female'): '0.24%', np.str_('Male'): '98.77%', np.str_('Music'): '0.48%', np.str_('No_sound'): '0.08%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,60,60-65 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '72.40%', np.str_('Female'): '1.14%', np.str_('Male'): '14.03%', np.str_('Music'): '11.74%', np.str_('No_sound'): '0.69%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,65,65-70 sec,Male,"Male,Music","{np.str_('Engine_rev'): '0.27%', np.str_('Female'): '0.12%', np.str_('Male'): '99.32%', np.str_('Music'): '0.24%', np.str_('No_sound'): '0.06%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,70,70-75 sec,Male,Music,"{np.str_('Engine_rev'): '0.53%', np.str_('Female'): '0.17%', np.str_('Male'): '98.81%', np.str_('Music'): '0.39%', np.str_('No_sound'): '0.09%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,75,75-80 sec,Male,Music,"{np.str_('Engine_rev'): '0.07%', np.str_('Female'): '0.05%', np.str_('Male'): '99.79%', np.str_('Music'): '0.08%', np.str_('No_sound'): '0.02%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,80,80-85 sec,Male,"Male,Music","{np.str_('Engine_rev'): '0.54%', np.str_('Female'): '0.20%', np.str_('Male'): '98.72%', np.str_('Music'): '0.44%', np.str_('No_sound'): '0.10%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,85,85-90 sec,Male,Music,"{np.str_('Engine_rev'): '9.23%', np.str_('Female'): '0.98%', np.str_('Male'): '84.76%', np.str_('Music'): '4.50%', np.str_('No_sound'): '0.53%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,90,90-95 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '74.89%', np.str_('Female'): '0.45%', np.str_('Male'): '0.77%', np.str_('Music'): '23.69%', np.str_('No_sound'): '0.19%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,95,95-100 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '89.12%', np.str_('Female'): '0.24%', np.str_('Male'): '0.28%', np.str_('Music'): '10.24%', np.str_('No_sound'): '0.12%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,100,100-105 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '89.37%', np.str_('Female'): '0.27%', np.str_('Male'): '0.44%', np.str_('Music'): '9.76%', np.str_('No_sound'): '0.16%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,105,105-110 sec,Engine_rev,Music,"{np.str_('Engine_rev'): '72.67%', np.str_('Female'): '0.88%', np.str_('Male'): '5.92%', np.str_('Music'): '20.11%', np.str_('No_sound'): '0.42%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,110,110-115 sec,Male,Music,"{np.str_('Engine_rev'): '10.89%', np.str_('Female'): '1.24%', np.str_('Male'): '63.75%', np.str_('Music'): '23.75%', np.str_('No_sound'): '0.37%'}"
1720442815-3166783_mu_3302_cc_m_21_wg_00012_0000-1114_01_0000000.wav,115,115-120 sec,Music,Music,"{np.str_('Engine_rev'): '17.24%', np.str_('Female'): '0.60%', np.str_('Male'): '3.23%', np.str_('Music'): '78.75%', np.str_('No_sound'): '0.18%'}"
1720443308-7853727_mu_3302_cc_m_21_wg_00002_0000-1114_03_0000000.wav,0,0-5 sec,Male,"Male,Music","{np.str_('Engine_rev'): '30.67%', np.str_('Female'): '1.15%', np.str_('Male'): '44.02%', np.str_('Music'): '23.63%', np.str_('No_sound'): '0.53%'}"
1720443308-7853727_mu_3302_cc_m_21_wg_00002_0000-1114_03_0000000.wav,5,5-10 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '84.46%', np.str_('Female'): '0.40%', np.str_('Male'): '1.87%', np.str_('Music'): '12.99%', np.str_('No_sound'): '0.27%'}"
1720443308-7853727_mu_3302_cc_m_21_wg_00002_0000-1114_03_0000000.wav,10,10-15 sec,Male,"Male,Music","{np.str_('Engine_rev'): '0.45%', np.str_('Female'): '0.22%', np.str_('Male'): '98.57%', np.str_('Music'): '0.70%', np.str_('No_sound'): '0.07%'}"
1720443308-7853727_mu_3302_cc_m_21_wg_00002_0000-1114_03_0000000.wav,15,15-20 sec,Male,"Male,Music","{np.str_('Engine_rev'): '0.61%', np.str_('Female'): '0.22%', np.str_('Male'): '98.15%', np.str_('Music'): '0.95%', np.str_('No_sound'): '0.07%'}"
1720443308-7853727_mu_3302_cc_m_21_wg_00002_0000-1114_03_0000000.wav,20,20-25 sec,Male,"Male,Music","{np.str_('Engine_rev'): '1.84%', np.str_('Female'): '0.55%', np.str_('Male'): '94.41%', np.str_('Music'): '3.05%', np.str_('No_sound'): '0.16%'}"
1720443308-7853727_mu_3302_cc_m_21_wg_00002_0000-1114_03_0000000.wav,25,25-30 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '57.42%', np.str_('Female'): '0.89%', np.str_('Male'): '11.72%', np.str_('Music'): '29.57%', np.str_('No_sound'): '0.40%'}"
1720443308-7853727_mu_3302_cc_m_21_wg_00002_0000-1114_03_0000000.wav,30,30-35 sec,Engine_rev,"Male,Music","{np.str_('Engine_rev'): '39.84%', np.str_('Female'): '1.18%', np.str_('Male'): '28.70%', np.str_('Music'): '29.79%', np.str_('No_sound'): '0.48%'}"
